,var_name,Contrast,A,B,Paired,Parametric,T,dof,Tail,p-unc,p-corr,p-adjust,BF10,cohen
0,F1amplitudeLogRelF0_sma3nz_amean,task,book,pic,True,True,10.916175951903197,230.0,two-sided,1.2617606067765883e-22,1.2617606067765883e-22,fdr_bh,3.198e+19,0.4461372402941539
1,F1amplitudeLogRelF0_sma3nz_amean,task,book,vac,True,True,21.423281079031597,230.0,two-sided,1.033928965608617e-56,3.101786896825851e-56,fdr_bh,1.615e+53,1.190767099534575
2,F1amplitudeLogRelF0_sma3nz_amean,task,pic,vac,True,True,12.18133775765721,230.0,two-sided,1.1410998041807034e-26,1.7116497062710552e-26,fdr_bh,3.06e+23,0.6554757889550324
0,F1amplitudeLogRelF0_sma3nz_stddevNorm,task,book,pic,True,True,-12.64440366310113,230.0,two-sided,3.5730495342951507e-28,5.359574301442726e-28,fdr_bh,9.303e+24,-0.5721814509473923
1,F1amplitudeLogRelF0_sma3nz_stddevNorm,task,book,vac,True,True,-19.46128953235991,230.0,two-sided,1.6270922437010725e-50,4.881276731103218e-50,fdr_bh,1.16e+47,-1.1888106032064576
2,F1amplitudeLogRelF0_sma3nz_stddevNorm,task,pic,vac,True,True,-11.024294844369942,230.0,two-sided,5.755305100182696e-23,5.755305100182696e-23,fdr_bh,6.921e+19,-0.6141600003114003
0,F2frequency_sma3nz_amean,task,book,pic,True,True,-4.992424005046462,230.0,two-sided,1.1778068090437493e-06,3.5334204271312478e-06,fdr_bh,8822.885,-0.34186827961714744
1,F2frequency_sma3nz_amean,task,book,vac,True,True,-2.673382815355355,230.0,two-sided,0.008047212435600762,0.008047212435600762,fdr_bh,2.381,-0.19056951278123527
2,F2frequency_sma3nz_amean,task,pic,vac,True,True,4.103868095226832,230.0,two-sided,5.643822441104488e-05,8.465733661656733e-05,fdr_bh,226.233,0.19969353536896922
0,F2frequency_sma3nz_stddevNorm,task,book,pic,True,True,-7.331755154767597,230.0,two-sided,3.841094904115262e-12,5.761642356172893e-12,fdr_bh,1.74e+09,-0.3643614635888626
1,F2frequency_sma3nz_stddevNorm,task,book,vac,True,True,-9.682691199884905,230.0,two-sided,8.111837268992004e-19,2.4335511806976013e-18,fdr_bh,5.813e+15,-0.505006749637622
2,F2frequency_sma3nz_stddevNorm,task,pic,vac,True,True,-3.2535754258011504,230.0,two-sided,0.0013109923607916559,0.0013109923607916559,fdr_bh,12.227,-0.1585847685152922
1,F2bandwidth_sma3nz_amean,task,book,vac,True,True,13.413051054977412,230.0,two-sided,1.0878999817240715e-30,1.6318499725861073e-30,fdr_bh,2.825e+27,0.8048956168063484
2,F2bandwidth_sma3nz_amean,task,pic,vac,True,True,19.399206949561002,230.0,two-sided,2.5719389822862614e-50,7.715816946858784e-50,fdr_bh,7.366e+46,0.9689012868458055
0,F2bandwidth_sma3nz_stddevNorm,task,book,pic,True,True,-3.221915516434342,230.0,two-sided,0.0014577014859383558,0.0014577014859383558,fdr_bh,11.098,-0.11510462384621822
1,F2bandwidth_sma3nz_stddevNorm,task,book,vac,True,True,-21.1319537564517,230.0,two-sided,8.382475429892986e-56,2.5147426289678957e-55,fdr_bh,2.027e+52,-1.4383380176537264
2,F2bandwidth_sma3nz_stddevNorm,task,pic,vac,True,True,-18.218898604346812,230.0,two-sided,1.6559027503297115e-46,2.4838541254945676e-46,fdr_bh,1.241e+43,-1.2797981244527967
0,F2amplitudeLogRelF0_sma3nz_amean,task,book,pic,True,True,9.675302645483606,230.0,two-sided,8.539198267832807e-19,8.539198267832807e-19,fdr_bh,5.528e+15,0.4212025849789462
1,F2amplitudeLogRelF0_sma3nz_amean,task,book,vac,True,True,21.52791819462876,230.0,two-sided,4.887126811610034e-57,1.4661380434830103e-56,fdr_bh,3.395e+53,1.269263074168849
2,F2amplitudeLogRelF0_sma3nz_amean,task,pic,vac,True,True,13.42076324547611,230.0,two-sided,1.0262266074508756e-30,1.5393399111763134e-30,fdr_bh,2.993e+27,0.7628984983964745
0,F2amplitudeLogRelF0_sma3nz_stddevNorm,task,book,pic,True,True,-11.753102318463666,230.0,two-sided,2.74295944679675e-25,2.74295944679675e-25,fdr_bh,1.335e+22,-0.5455208439715937
1,F2amplitudeLogRelF0_sma3nz_stddevNorm,task,book,vac,True,True,-21.472373233167062,230.0,two-sided,7.273440188734168e-57,2.1820320566202507e-56,fdr_bh,2.289e+53,-1.3099182085126222
2,F2amplitudeLogRelF0_sma3nz_stddevNorm,task,pic,vac,True,True,-12.445695800962428,230.0,two-sided,1.5842176630121905e-27,2.3763264945182857e-27,fdr_bh,2.143e+24,-0.7260410240027637
0,F3frequency_sma3nz_amean,task,book,pic,True,True,-4.5283708818292014,230.0,two-sided,9.54392686738287e-06,1.4315890301074304e-05,fdr_bh,1208.316,-0.34733247498202996
1,F3frequency_sma3nz_amean,task,book,vac,True,True,-5.220472739246863,230.0,two-sided,3.9873204421199554e-07,1.1961961326359867e-06,fdr_bh,2.482e+04,-0.4150531500592149
2,F3frequency_sma3nz_amean,task,pic,vac,True,True,-2.2093901740728605,230.0,two-sided,0.028133707796240352,0.028133707796240352,fdr_bh,0.8,-0.10660069925315244
0,F3frequency_sma3nz_stddevNorm,task,book,pic,True,True,-6.249429651710451,230.0,two-sided,1.9778331560654658e-09,5.933499468196397e-09,fdr_bh,4.084e+06,-0.4152621277587577
1,F3frequency_sma3nz_stddevNorm,task,book,vac,True,True,-2.2508985155108614,230.0,two-sided,0.025337314398269712,0.025337314398269712,fdr_bh,0.875,-0.13831787743380977
2,F3frequency_sma3nz_stddevNorm,task,pic,vac,True,True,3.697795259451986,230.0,two-sided,0.00027200574150029267,0.000408008612250439,fdr_bh,52.1,0.25144458681892384
0,F3bandwidth_sma3nz_amean,task,book,pic,True,True,-2.3935555169034592,230.0,two-sided,0.017488709604870912,0.017488709604870912,fdr_bh,1.205,-0.09235042099086617
1,F3bandwidth_sma3nz_amean,task,book,vac,True,True,14.498392870220195,230.0,two-sided,2.8684514370832474e-34,4.302677155624871e-34,fdr_bh,9.666e+30,0.8251377722370395
2,F3bandwidth_sma3nz_amean,task,pic,vac,True,True,18.90774616686723,230.0,two-sided,9.768447856804714e-49,2.9305343570414145e-48,fdr_bh,2.005e+45,1.0336596834932308
0,F3bandwidth_sma3nz_stddevNorm,task,book,pic,True,True,-2.095476709850661,230.0,two-sided,0.03722249199434902,0.03722249199434902,fdr_bh,0.631,-0.08390263075416948
1,F3bandwidth_sma3nz_stddevNorm,task,book,vac,True,True,-20.242800360019366,230.0,two-sided,5.274505597148421e-53,1.5823516791445265e-52,fdr_bh,3.401e+49,-1.2444910706033425
2,F3bandwidth_sma3nz_stddevNorm,task,pic,vac,True,True,-18.98931205081126,230.0,two-sided,5.333574382107385e-49,8.000361573161078e-49,fdr_bh,3.651e+45,-1.140609664350624
0,F3amplitudeLogRelF0_sma3nz_amean,task,book,pic,True,True,9.772628252632709,230.0,two-sided,4.336667141832755e-19,4.336667141832755e-19,fdr_bh,1.075e+16,0.4377231186476197
1,F3amplitudeLogRelF0_sma3nz_amean,task,book,vac,True,True,21.357190404656862,230.0,two-sided,1.660805291118992e-56,4.982415873356977e-56,fdr_bh,1.009e+53,1.283270326234051
2,F3amplitudeLogRelF0_sma3nz_amean,task,pic,vac,True,True,13.243184683499521,230.0,two-sided,3.930228497830814e-30,5.895342746746221e-30,fdr_bh,7.954e+26,0.7636171266937171
0,F3amplitudeLogRelF0_sma3nz_stddevNorm,task,book,pic,True,True,-11.323657752794313,230.0,two-sided,6.473540941078059e-24,9.710311411617088e-24,fdr_bh,5.94e+20,-0.5938589819155122
1,F3amplitudeLogRelF0_sma3nz_stddevNorm,task,book,vac,True,True,-20.099723864628576,230.0,two-sided,1.4994158715230324e-52,4.498247614569098e-52,fdr_bh,1.207e+49,-1.2654147161007063
2,F3amplitudeLogRelF0_sma3nz_stddevNorm,task,pic,vac,True,True,-11.131300493464034,230.0,two-sided,2.6406100393316433e-23,2.6406100393316433e-23,fdr_bh,1.489e+20,-0.6564557847934198
0,alphaRatioV_sma3nz_amean,task,book,pic,True,True,-2.2241019235778974,230.0,two-sided,0.027113374030020107,0.027113374030020107,fdr_bh,0.826,-0.05911582256653301
1,alphaRatioV_sma3nz_amean,task,book,vac,True,True,7.535779264248126,230.0,two-sided,1.1070615471381627e-12,1.660592320707244e-12,fdr_bh,5.838e+09,0.22675979545763617
2,alphaRatioV_sma3nz_amean,task,pic,vac,True,True,8.622250000838582,230.0,two-sided,1.0788009153863797e-15,3.236402746159139e-15,fdr_bh,5.068e+12,0.2852569602733905
0,alphaRatioV_sma3nz_stddevNorm,task,book,pic,True,True,2.324577683145341,230.0,two-sided,0.020966376425369738,0.03144956463805461,fdr_bh,1.03,0.11712087756701102
1,alphaRatioV_sma3nz_stddevNorm,task,book,vac,True,True,3.651637875717391,230.0,two-sided,0.00032262898553681924,0.0009678869566104578,fdr_bh,44.47,0.15661341865935738
0,hammarbergIndexV_sma3nz_amean,task,book,pic,True,True,-2.951262830493583,230.0,two-sided,0.0034922957610832002,0.010476887283249602,fdr_bh,5.023,-0.07418519011331655
1,hammarbergIndexV_sma3nz_amean,task,book,vac,True,True,-2.1805571850227694,230.0,two-sided,0.030230343998713414,0.04534551599807012,fdr_bh,0.753,-0.06235939402511278
0,hammarbergIndexV_sma3nz_stddevNorm,task,book,pic,True,True,-7.178385376791556,230.0,two-sided,9.657182337290833e-12,1.448577350593625e-11,fdr_bh,7.099e+08,-0.2490112996694071
1,hammarbergIndexV_sma3nz_stddevNorm,task,book,vac,True,True,-11.662868688920291,230.0,two-sided,5.342539486485177e-25,1.6027618459455532e-24,fdr_bh,6.923e+21,-0.4139109333312126
2,hammarbergIndexV_sma3nz_stddevNorm,task,pic,vac,True,True,-2.31303279446425,230.0,two-sided,0.021604226599119505,0.021604226599119505,fdr_bh,1.003,-0.09895098905906564
0,slopeV0-500_sma3nz_amean,task,book,pic,True,True,6.269240586615417,230.0,two-sided,1.7744423128791803e-09,5.323326938637541e-09,fdr_bh,4.535e+06,0.22912560107649135
2,slopeV0-500_sma3nz_amean,task,pic,vac,True,True,-5.399146410519128,230.0,two-sided,1.665414020640231e-07,2.498121030960347e-07,fdr_bh,5.726e+04,-0.22388288903264603
0,slopeV0-500_sma3nz_amean,task,book,pic,True,True,6.269240586615417,230.0,two-sided,1.7744423128791803e-09,5.323326938637541e-09,fdr_bh,4.535e+06,0.22912560107649135
2,slopeV0-500_sma3nz_amean,task,pic,vac,True,True,-5.399146410519128,230.0,two-sided,1.665414020640231e-07,2.498121030960347e-07,fdr_bh,5.726e+04,-0.22388288903264603
0,slopeV500-1500_sma3nz_amean,task,book,pic,True,True,-11.11691019114647,230.0,two-sided,2.932666692708275e-23,2.932666692708275e-23,fdr_bh,1.343e+20,-0.6594483958702027
1,slopeV500-1500_sma3nz_amean,task,book,vac,True,True,15.13989937892153,230.0,two-sided,2.1692812993725487e-36,3.2539219490588236e-36,fdr_bh,1.207e+33,1.175493392924657
2,slopeV500-1500_sma3nz_amean,task,pic,vac,True,True,20.702608482739745,230.0,two-sided,1.8631369479226453e-54,5.589410843767937e-54,fdr_bh,9.358e+50,1.7625600949444153
0,slopeV500-1500_sma3nz_stddevNorm,task,book,pic,True,True,2.2456729022454907,230.0,two-sided,0.025675488895897255,0.03851323334384588,fdr_bh,0.865,0.2023563597504544
2,slopeV500-1500_sma3nz_stddevNorm,task,pic,vac,True,True,-2.4089356153341765,230.0,two-sided,0.016786542741240126,0.03851323334384588,fdr_bh,1.248,-0.2235008281208101
1,spectralFluxV_sma3nz_amean,task,book,vac,True,True,-17.80716538998195,230.0,two-sided,3.623814431684198e-45,5.435721647526297e-45,fdr_bh,5.84e+41,-1.6175957869273845
2,spectralFluxV_sma3nz_amean,task,pic,vac,True,True,-18.122822169847563,230.0,two-sided,3.398303099459835e-46,1.0194909298379506e-45,fdr_bh,6.087e+42,-1.6323384623807393
0,spectralFluxV_sma3nz_stddevNorm,task,book,pic,True,True,4.390413025101748,230.0,two-sided,1.725505797311399e-05,1.725505797311399e-05,fdr_bh,690.307,0.2882923810136364
1,spectralFluxV_sma3nz_stddevNorm,task,book,vac,True,True,-13.961158424250286,230.0,two-sided,1.705058755492236e-32,2.557588133238354e-32,fdr_bh,1.71e+29,-1.0897178559856546
2,spectralFluxV_sma3nz_stddevNorm,task,pic,vac,True,True,-18.61503270716085,230.0,two-sided,8.610123749908097e-48,2.5830371249724295e-47,fdr_bh,2.32e+44,-1.5166773110304197
0,mfcc1V_sma3nz_amean,task,book,pic,True,True,4.1243114940981975,230.0,two-sided,5.196852733307492e-05,0.00015590558199922477,fdr_bh,244.45,0.13583670674142792
1,mfcc1V_sma3nz_amean,task,book,vac,True,True,3.138673857918439,230.0,two-sided,0.001919188689258874,0.002878783033888311,fdr_bh,8.638,0.13022478542534865
0,mfcc1V_sma3nz_stddevNorm,task,book,pic,True,True,-4.539045336799757,230.0,two-sided,9.111207398047544e-06,1.3666811097071317e-05,fdr_bh,1262.574,-0.2181942015432612
1,mfcc1V_sma3nz_stddevNorm,task,book,vac,True,True,-13.51218541155044,230.0,two-sided,5.136515547952588e-31,1.5409546643857763e-30,fdr_bh,5.926e+27,-0.48731055875169915
2,mfcc1V_sma3nz_stddevNorm,task,pic,vac,True,True,-2.7920048269723536,230.0,two-sided,0.005678806823810555,0.005678806823810555,fdr_bh,3.247,-0.16177578468743936
1,mfcc2V_sma3nz_amean,task,book,vac,True,True,-16.069678409590725,230.0,two-sided,1.8351880499425183e-39,5.5055641498275554e-39,fdr_bh,1.319e+36,-0.7106662649743483
2,mfcc2V_sma3nz_amean,task,pic,vac,True,True,-13.913853210275407,230.0,two-sided,2.4420543979347616e-32,3.6630815969021426e-32,fdr_bh,1.199e+29,-0.6958317737402762
1,mfcc2V_sma3nz_amean,task,book,vac,True,True,-16.069678409590725,230.0,two-sided,1.8351880499425183e-39,5.5055641498275554e-39,fdr_bh,1.319e+36,-0.7106662649743483
2,mfcc2V_sma3nz_amean,task,pic,vac,True,True,-13.913853210275407,230.0,two-sided,2.4420543979347616e-32,3.6630815969021426e-32,fdr_bh,1.199e+29,-0.6958317737402762
0,mfcc3V_sma3nz_amean,task,book,pic,True,True,-8.140005203251734,230.0,two-sided,2.488282388688672e-14,3.7324235830330086e-14,fdr_bh,2.362e+11,-0.3582387899774369
1,mfcc3V_sma3nz_amean,task,book,vac,True,True,-13.300937380032902,230.0,two-sided,2.5401333617839844e-30,7.620400085351954e-30,fdr_bh,1.224e+27,-0.7133700486505538
2,mfcc3V_sma3nz_amean,task,pic,vac,True,True,-6.786783279911179,230.0,two-sided,9.633195830907234e-11,9.633195830907234e-11,fdr_bh,7.611e+07,-0.37217225601861387
0,mfcc3V_sma3nz_amean,task,book,pic,True,True,-8.140005203251734,230.0,two-sided,2.488282388688672e-14,3.7324235830330086e-14,fdr_bh,2.362e+11,-0.3582387899774369
1,mfcc3V_sma3nz_amean,task,book,vac,True,True,-13.300937380032902,230.0,two-sided,2.5401333617839844e-30,7.620400085351954e-30,fdr_bh,1.224e+27,-0.7133700486505538
2,mfcc3V_sma3nz_amean,task,pic,vac,True,True,-6.786783279911179,230.0,two-sided,9.633195830907234e-11,9.633195830907234e-11,fdr_bh,7.611e+07,-0.37217225601861387
0,mfcc4V_sma3nz_amean,task,book,pic,True,True,-6.795955661088433,230.0,two-sided,9.13629500533366e-11,9.13629500533366e-11,fdr_bh,8.012e+07,-0.1859662967284561
1,mfcc4V_sma3nz_amean,task,book,vac,True,True,18.68036669910864,230.0,two-sided,5.293823482632109e-48,7.940735223948164e-48,fdr_bh,3.757e+44,1.056080276234265
2,mfcc4V_sma3nz_amean,task,pic,vac,True,True,19.68830883319092,230.0,two-sided,3.05937762236432e-51,9.178132867092959e-51,fdr_bh,6.076e+47,1.1624845983084187
0,mfcc4V_sma3nz_amean,task,book,pic,True,True,-6.795955661088433,230.0,two-sided,9.13629500533366e-11,9.13629500533366e-11,fdr_bh,8.012e+07,-0.1859662967284561
1,mfcc4V_sma3nz_amean,task,book,vac,True,True,18.68036669910864,230.0,two-sided,5.293823482632109e-48,7.940735223948164e-48,fdr_bh,3.757e+44,1.056080276234265
2,mfcc4V_sma3nz_amean,task,pic,vac,True,True,19.68830883319092,230.0,two-sided,3.05937762236432e-51,9.178132867092959e-51,fdr_bh,6.076e+47,1.1624845983084187
0,alphaRatioUV_sma3nz_amean,task,book,pic,True,True,-2.7040434186112527,230.0,two-sided,0.007362041809723754,0.007362041809723754,fdr_bh,2.577,-0.1237966975656405
1,alphaRatioUV_sma3nz_amean,task,book,vac,True,True,4.429503077532669,230.0,two-sided,1.4610214385415422e-05,2.1915321578123135e-05,fdr_bh,807.776,0.2711921167642377
2,alphaRatioUV_sma3nz_amean,task,pic,vac,True,True,6.120193712802102,230.0,two-sided,3.991897571578133e-09,1.1975692714734398e-08,fdr_bh,2.073e+06,0.3794969534462008
1,hammarbergIndexUV_sma3nz_amean,task,book,vac,True,True,-2.4515517559971274,230.0,two-sided,0.014969388559857745,0.02245408283978662,fdr_bh,1.379,-0.1497465490837496
2,hammarbergIndexUV_sma3nz_amean,task,pic,vac,True,True,-3.403818038354169,230.0,two-sided,0.0007838198843184337,0.0023514596529553016,fdr_bh,19.593,-0.20194934067608708
0,slopeUV0-500_sma3nz_amean,task,book,pic,True,True,5.8376760259589755,230.0,two-sided,1.7898100498856016e-08,1.7898100498856016e-08,fdr_bh,4.88e+05,0.27601948254977265
1,slopeUV0-500_sma3nz_amean,task,book,vac,True,True,13.959604139569148,230.0,two-sided,1.7253059174717698e-32,5.17591775241531e-32,fdr_bh,1.69e+29,0.9196292534252863
2,slopeUV0-500_sma3nz_amean,task,pic,vac,True,True,10.361992094898689,230.0,two-sided,6.786100077993824e-21,1.0179150116990736e-20,fdr_bh,6.365e+17,0.6839779950228045
0,slopeUV500-1500_sma3nz_amean,task,book,pic,True,True,-9.399134729112657,230.0,two-sided,5.752349705668536e-18,5.752349705668536e-18,fdr_bh,8.517e+14,-0.4625779582730227
1,slopeUV500-1500_sma3nz_amean,task,book,vac,True,True,14.399606624385783,230.0,two-sided,6.08299961623618e-34,9.12449942435427e-34,fdr_bh,4.599e+30,0.8502674353099978
2,slopeUV500-1500_sma3nz_amean,task,pic,vac,True,True,21.728420070325893,230.0,two-sided,1.1667309459661511e-57,3.5001928378984536e-57,fdr_bh,1.406e+54,1.273524120151211
0,spectralFluxUV_sma3nz_amean,task,book,pic,True,True,2.0711950602592326,230.0,two-sided,0.03945617854137238,0.03945617854137238,fdr_bh,0.601,0.11869556208616965
1,spectralFluxUV_sma3nz_amean,task,book,vac,True,True,-16.76392924616445,230.0,two-sided,9.470304763114927e-42,1.4205457144672392e-41,fdr_bh,2.418e+38,-1.5172808882929751
2,spectralFluxUV_sma3nz_amean,task,pic,vac,True,True,-17.149933522524886,230.0,two-sided,5.113888227386652e-43,1.5341664682159958e-42,fdr_bh,4.346e+39,-1.5326017792317623
0,loudnessPeaksPerSec,task,book,pic,True,True,-8.644282638272681,230.0,two-sided,9.326987033630067e-16,2.7980961100890203e-15,fdr_bh,5.843e+12,-0.6474320575208411
1,loudnessPeaksPerSec,task,book,vac,True,True,-4.087161610131217,230.0,two-sided,6.036071228328461e-05,6.036071228328461e-05,fdr_bh,212.411,-0.3251116020948497
2,loudnessPeaksPerSec,task,pic,vac,True,True,4.905098564622331,230.0,two-sided,1.7664304159255307e-06,2.649645623888296e-06,fdr_bh,5996.136,0.3572079543453755
0,VoicedSegmentsPerSec,task,book,pic,True,True,-3.968910784525828,230.0,two-sided,9.653158457389171e-05,0.00028959475372167514,fdr_bh,136.824,-0.24145637225041036
2,VoicedSegmentsPerSec,task,pic,vac,True,True,2.4265971900827847,230.0,two-sided,0.01601104295297072,0.02401656442945608,fdr_bh,1.301,0.19607758225366537
0,MeanVoicedSegmentLengthSec,task,book,pic,True,True,4.171862665283512,230.0,two-sided,4.284141408684528e-05,4.284141408684528e-05,fdr_bh,293.076,0.27540485836170653
1,MeanVoicedSegmentLengthSec,task,book,vac,True,True,12.328538631623063,230.0,two-sided,3.8043375088820514e-27,1.1413012526646154e-26,fdr_bh,9.035e+23,0.932897333412765
2,MeanVoicedSegmentLengthSec,task,pic,vac,True,True,5.614512774182367,230.0,two-sided,5.654942783118682e-08,8.482414174678023e-08,fdr_bh,1.614e+05,0.4658319364640404
0,StddevVoicedSegmentLengthSec,task,book,pic,True,True,3.9710033469973585,230.0,two-sided,9.574171568421701e-05,9.574171568421701e-05,fdr_bh,137.88,0.25930810774756224
1,StddevVoicedSegmentLengthSec,task,book,vac,True,True,14.914100166627597,230.0,two-sided,1.2109230253635625e-35,3.632769076090688e-35,fdr_bh,2.206e+32,1.1869862000875366
2,StddevVoicedSegmentLengthSec,task,pic,vac,True,True,7.87421766602247,230.0,two-sided,1.3474424722422824e-13,2.0211637083634237e-13,fdr_bh,4.544e+10,0.6783384690775841
0,StddevVoicedSegmentLengthSec,task,book,pic,True,True,3.9710033469973585,230.0,two-sided,9.574171568421701e-05,9.574171568421701e-05,fdr_bh,137.88,0.25930810774756224
1,StddevVoicedSegmentLengthSec,task,book,vac,True,True,14.914100166627597,230.0,two-sided,1.2109230253635625e-35,3.632769076090688e-35,fdr_bh,2.206e+32,1.1869862000875366
2,StddevVoicedSegmentLengthSec,task,pic,vac,True,True,7.87421766602247,230.0,two-sided,1.3474424722422824e-13,2.0211637083634237e-13,fdr_bh,4.544e+10,0.6783384690775841
0,StddevUnvoicedSegmentLength,task,book,pic,True,True,-4.291230075154157,230.0,two-sided,2.6185702548460018e-05,2.6185702548460018e-05,fdr_bh,465.782,-0.2795896155530502
1,StddevUnvoicedSegmentLength,task,book,vac,True,True,-5.81738167317642,230.0,two-sided,1.989762552361644e-08,5.969287657084932e-08,fdr_bh,4.407e+05,-0.4853356212786433
2,StddevUnvoicedSegmentLength,task,pic,vac,True,True,-4.405100538793636,230.0,two-sided,1.6211494144619884e-05,2.4317241216929827e-05,fdr_bh,732.193,-0.3059359109628985
1,equivalentSoundLevel_dBp,task,book,vac,True,True,-23.844683045315307,230.0,two-sided,4.230484410765573e-64,6.34572661614836e-64,fdr_bh,3.452e+60,-1.9311992696060487
2,equivalentSoundLevel_dBp,task,pic,vac,True,True,-27.352115154763254,230.0,two-sided,3.026323263780825e-74,9.078969791342477e-74,fdr_bh,4.083e+70,-2.0618495075339225
